id,zanr 
527220,Soccer
527220,Sim
507853,Action
507853,Shooter
507853,Shoot-'Em-Up
507853,Top-Down
323276,Action
323276,Fighting
323276,2D
323276,3D
179050,Action
179050,Platformer
179050,2D
113974,Miscellaneous
113974,Puzzle
113974,Matching
161635,Action
161635,Platformer
161635,2D
163342,Action
163342,Platformer
163342,2D
102961,Sports
102961,Traditional
102961,Basketball
102961,Sim
161373,Simulation
161373,Sci-Fi
161373,Mech
161083,Driving
161083,Racing
161083,Futuristic
100547,Sports
100547,Traditional
100547,Soccer
100547,Sim
102924,Simulation
102924,Flight
102924,Sci-Fi
102924,Futuristic Jet
102924,Combat
114325,Miscellaneous
114325,Puzzle
114325,General
299342,Sports
299342,Traditional
299342,Team
299342,Basketball
299342,Sim
499141,Action
499141,Platformer
499141,2D
502833,Miscellaneous
502833,Compilation
527912,Action
527912,Platformer
527912,2D
106932,Simulation
106932,Miscellaneous
106932,Virtual Life
106932,Virtual
106932,Pet
506434,Role-Playing
506434,Action RPG
162771,Driving
162771,Racing
162771,GT / Street
557805,Racing
557805,Simulation
557805,Automobile
459724,Sports
459724,Team
459724,Football
459724,Sim
110693,Driving
110693,Racing
110693,Simulation
110693,GT / Street
110693,Automobile
331934,Action
331934,Platformer
331934,2D
520065,Role-Playing
520065,Action RPG
133514,Sports
133514,Traditional
133514,Team
133514,Soccer
133514,Sim
115196,Sports
115196,Traditional
115196,Team
115196,Soccer
115196,Sim
184208,Action
184208,Action Adventure
184208,Platformer
184208,Open-World
184208,3D
313449,Role-Playing
313449,Console-style RPG
313449,Japanese-Style
313449,Trainer
511006,Role-Playing
511006,Action RPG
109903,Action Adventure
109903,Fantasy
109903,General
182840,Action
182840,Miscellaneous
182840,Rhythm
182840,Music
166809,Action
166809,General
166809,Platformer
166809,2D
514294,Adventure
514294,General
510112,Action
510112,Shooter
510112,First-Person
510112,Tactical
346750,Modern
346750,Action
346750,Shooter
346750,First-Person
346750,Tactical
261974,Strategy
261974,General
110158,Role-Playing
110158,Massively Multiplayer Online
110158,Massively Multiplayer
110158,Fantasy
114331,Action Adventure
114331,Fantasy
114331,General
108168,Action Adventure
108168,Fantasy
108168,General
108168,Open-World
131114,Action Adventure
131114,Modern
131114,Open-World
110424,Action
110424,Platformer
110424,2D
518951,Miscellaneous
518951,Compilation
112402,Action
112402,Miscellaneous
112402,Rhythm
112402,Music
543927,Miscellaneous
543927,Compilation
510918,Role-Playing
510918,Action RPG
496858,Role-Playing
496858,Japanese-Style
438346,Strategy
438346,Turn-Based
438346,General
103948,Role-Playing
103948,Massively Multiplayer Online
103948,Massively Multiplayer
103948,Fantasy
499791,Action Adventure
499791,Adventure
499791,General
499791,3D
499791,Third-Person
519783,Action
519783,Platformer
519783,2D
108495,Simulation
108495,Miscellaneous
108495,Virtual Life
108495,Virtual
108495,Pet
501149,Action Adventure
501149,General
501149,Linear
172597,Miscellaneous
172597,Puzzle
172597,Action
532895,Action
532895,Arcade
112621,Strategy
112621,Breeding/Constructing
112621,General
162953,Role-Playing
162953,Console-style RPG
104378,Driving
104378,Racing
104378,Simulation
104378,Rally / Offroad
104378,Automobile
162096,Action
162096,Shooter
162096,Third-Person
162096,Modern
102317,Miscellaneous
102317,Virtual Life
161336,Sports
161336,Traditional
161336,Baseball
161336,Sim
161163,Driving
161163,Racing
161163,Formula One
160893,Driving
160893,Racing
160893,Kart
110279,Action Adventure
110279,Modern
110279,General
285028,Action
285028,General
285028,Shooter
285028,Shoot-'Em-Up
285028,Top-Down
115150,Action
115150,Platformer
115150,2D
103045,Action
103045,Shooter
103045,First-Person
103045,Sci-Fi
103045,Arcade
164287,Action Adventure
164287,Modern
164287,General
109990,Miscellaneous
109990,Puzzle
109990,Matching
103738,Action Adventure
103738,Modern
182345,Action
182345,Platformer
182345,2D
210224,Action
210224,Shooter
210224,First-Person
210224,Historic
210224,Modern
210224,Arcade
109997,Action
109997,Miscellaneous
109997,Rhythm
109997,Music
106542,Action Adventure
106542,Modern
106542,Horror
106542,Survival
555734,Action
555734,Platformer
555734,2D
519063,Puzzle
519063,General
479684,Adventure
479684,General
183994,Action Adventure
183994,Adventure
183994,3D
183994,Open-World
183994,Modern
183994,Third-Person
111261,Action
111261,Action Adventure
111261,General
111261,Fantasy
111261,Open-World
114936,Strategy
114936,Turn-Based
114936,Fantasy
114936,General
193552,Action
193552,Platformer
193552,2D
539561,Action
539561,Platformer
539561,2D
112089,Driving
112089,Racing
112089,Simulation
112089,GT / Street
112089,Automobile
163031,Role-Playing
163031,Action RPG
527488,Action Adventure
527488,General
433054,Action Adventure
433054,General
183434,Action
183434,Shooter
183434,First-Person
183434,Modern
183434,Tactical
183434,Arcade
110705,Action Adventure
110705,Modern
110705,Open-World
103800,Action
103800,Fighting
103800,Wrestling
340382,Action
340382,Action Adventure
340382,General
340382,Platformer
340382,2D
219973,Platformer
219973,2D
219973,Action
113784,Strategy
113784,Turn-Based
113784,Fantasy
113784,Tactics
163457,Role-Playing
163457,Action RPG
108897,Action
108897,Shooter
108897,First-Person
108897,Modern
108897,Arcade
511109,Action Adventure
511109,General
511109,Linear
507535,Action
507535,Platformer
507535,2D
237632,Action
237632,Platformer
237632,2D
111799,Sports
111799,Traditional
111799,Team
111799,Football
111799,Sim
162770,Action
162770,Shooter
162770,First-Person
162770,Sci-Fi
102907,Driving
102907,Racing
102907,Futuristic
102863,Simulation
102863,Sci-Fi
102863,Space
102863,Large Spaceship
102863,Combat
102863,Civilian
102920,Adventure
102920,3D
102920,First-Person
102920,Fantasy
160669,Strategy
160669,Turn-Based
160669,Fantasy
160618,Simulation
160618,Flight
160618,Modern Jet
208738,Adventure
208738,General
524029,Miscellaneous
524029,Compilation
112488,Strategy
112488,Turn-Based
112488,Historic
112488,4X
110957,Sports
110957,Traditional
110957,Team
110957,Soccer
110957,Sim
507602,Strategy
507602,Real-Time
507602,General
507602,Tactics
280515,Historic
280515,Strategy
280515,Real-Time
280515,General
106082,Simulation
106082,Miscellaneous
106082,Virtual Life
106082,Virtual
106082,Pet
533607,Action
533607,Beat-'Em-Up
533607,3D
232947,Action
232947,Platformer
232947,3D
340921,Role-Playing
340921,Action RPG
107881,Strategy
107881,General
527219,Sports
527219,Team
527219,Soccer
527219,Sim
492557,Action
492557,Rhythm
492557,Music
491122,Strategy
491122,General
176057,Driving
176057,Racing
176057,Simulation
176057,Formula One
176057,Automobile
499416,Action Adventure
499416,General
103741,Action Adventure
103741,Fantasy
103741,Linear
254881,Modern
254881,Strategy
254881,Real-Time
254881,General
254881,Tactics
187806,Action
187806,Shooter
187806,First-Person
187806,Modern
187806,Tactical
499368,Action Adventure
499368,Survival
517472,Action Adventure
517472,General
498645,Sports
498645,Individual
498645,Skate / Skateboard
101696,Miscellaneous
101696,Rhythm
101696,Music
112280,Action
112280,Shooter
112280,First-Person
112280,Historic
112280,Arcade
491188,Action Adventure
491188,Open-World
507510,Action
507510,General
510038,Action
510038,Pinball
527321,Action
527321,Shooter
527321,First-Person
527321,Arcade
109400,Sports
109400,Traditional
109400,Baseball
109400,Sim
113641,Miscellaneous
113641,Adventure
113641,General
113641,Compilation
514524,Strategy
514524,Turn-Based
514524,Artillery
307243,Action
307243,Miscellaneous
307243,Rhythm
307243,Music
161907,Action Adventure
161907,Fantasy
162987,Strategy
162987,Breeding/Constructing
112299,Role-Playing
112299,Console-style RPG
112299,Trainer
526678,Action Adventure
526678,Open-World
245752,Platformer
245752,2D
245752,Action
115510,Role-Playing
115510,Strategy
115510,Action RPG
115510,Turn-Based
115510,Historic
115510,Tactics
534222,Strategy
534222,Real-Time
534222,Defense
546168,Adventure
546168,Visual Novel
549765,Action
549765,Action Adventure
549765,Platformer
549765,Open-World
549765,2D
525810,Racing
525810,Simulation
525810,Automobile
502154,Adventure
502154,Point-and-Click
348978,Action
348978,Miscellaneous
348978,Parlor
348978,Pinball
193562,Action
193562,Fighting
193562,2D
109229,Role-Playing
109229,Action RPG
104146,Sports
104146,Alternative
104146,Individual
104146,Skateboarding
104146,Skate / Skateboard
103088,Action
103088,Platformer
103088,3D
163215,Action
163215,Shooter
163215,Third-Person
163215,Sci-Fi
103059,Sports
103059,Traditional
103059,Basketball
103059,Sim
102740,Sports
102740,Traditional
102740,Baseball
102740,Sim
102367,Simulation
102367,Sci-Fi
102367,Vehicle
102367,Mech
102367,Combat
101462,Driving
101462,Racing
101462,Formula One
160636,Role-Playing
160636,Console-style RPG
101255,Action Adventure
101255,Modern
101255,General
160696,Driving
160696,Racing
160696,Kart
351010,Sci-Fi
351010,Strategy
351010,Turn-Based
351010,General
351010,Tactics
113329,Miscellaneous
113329,General
109883,Driving
109883,Racing
109883,Arcade
109883,Futuristic
514989,Action Adventure
514989,Survival
372104,Role-Playing
372104,Action RPG
111841,Strategy
111841,Real-Time
111841,General
111841,Sci-Fi
111841,Defense
108860,Miscellaneous
108860,Compilation
480952,Action
480952,Shooter
480952,Third-Person
480952,Arcade
162780,Action Adventure
162780,Modern
111440,Action
111440,Shooter
111440,First-Person
111440,Tactical
111440,Modern
111728,Action
111728,Shooter
111728,Third-Person
111728,Sci-Fi
111728,Arcade
106245,Role-Playing
106245,Action RPG
510036,Action
510036,Pinball
557393,Miscellaneous
557393,Compilation
539379,Action
539379,Shooter
539379,Shoot-'Em-Up
539379,Horizontal
142843,Adventure
142843,General
232928,Role-Playing
232928,Action RPG
524952,Sports
524952,Team
524952,Futuristic
508528,Action
508528,Shooter
508528,Shoot-'Em-Up
508528,Horizontal
155251,Action
155251,Shooter
155251,First-Person
155251,Sci-Fi
155251,Arcade
552251,Action
552251,Fighting
552251,2D
524959,Adventure
524959,Point-and-Click
112008,Miscellaneous
112008,Music Maker
112008,Application
162589,Strategy
162589,Turn-Based
162589,Sci-Fi
499033,Action Adventure
499033,Open-World
504795,Miscellaneous
504795,Board / Card Game
106068,Driving
106068,General
143264,Action
143264,Miscellaneous
143264,Rhythm
143264,Dancing
535713,Role-Playing
535713,Western-Style
467684,Sports
467684,Team
467684,Soccer
467684,Sim
176056,Driving
176056,Racing
176056,Simulation
176056,Formula One
176056,Automobile
101963,Strategy
101963,Tycoon
101963,Management
101963,Business / Tycoon
101846,Driving
101846,Racing
101846,Simulation
101846,Rally / Offroad
101846,Automobile
161015,Driving
161015,Racing
161015,GT / Street
160736,Driving
160736,Racing
160736,Arcade
313448,Role-Playing
313448,Console-style RPG
313448,Japanese-Style
313448,Trainer
252884,General
252884,Action
252884,Shooter
252884,Shoot-'Em-Up
252884,Top-Down
110953,Miscellaneous
110953,Rhythm
110953,Music
455155,Action
455155,Platformer
455155,2D
510967,Racing
510967,General
510967,Arcade
510967,Automobile
506192,Role-Playing
506192,Action RPG
113007,Strategy
113007,Real-Time
113007,Historic
113007,General
517424,Action
517424,Pinball
527107,Action Adventure
527107,General
111119,Sports
111119,Traditional
111119,Individual
111119,Golf
111119,Arcade
530994,Action
530994,Beat-'Em-Up
530994,2D
523153,Action Adventure
523153,Open-World
108299,Action
108299,Miscellaneous
108299,Rhythm
108299,Music
508233,Adventure
508233,General
108521,Sports
108521,Traditional
108521,Soccer
108521,Sim
252864,Action
252864,General
252864,Role-Playing
514891,Adventure
514891,3D
514891,First-Person
537406,Role-Playing
537406,Action RPG
103996,Role-Playing
103996,Massively Multiplayer Online
103996,Modern
172649,Action
172649,Platformer
172649,2D
414426,Role-Playing
414426,General
414426,Strategy
414426,Turn-Based
414426,Tactics
282952,Action Adventure
282952,Adventure
282952,General
282952,Fantasy
282952,Point-and-Click
230239,Action Adventure
230239,Fantasy
230239,General
230239,Open-World
244892,Adventure
244892,General
182310,Fantasy
182310,Action Adventure
182310,Adventure
182310,3D
182310,Sandbox
182310,First-Person
109402,Sports
109402,Traditional
109402,Team
109402,Baseball
109402,Sim
114147,Action
114147,Action Adventure
114147,Horror
114147,Shooter
114147,Light Gun
114971,Sports
114971,Traditional
114971,Team
114971,Basketball
114971,Sim
506843,Racing
506843,Simulation
506843,Automobile
163223,Sports
163223,Traditional
163223,Basketball
163223,Arcade
523147,Action Adventure
523147,General
513651,Sports
513651,Team
513651,Football
513651,Sim
172441,Action Adventure
172441,Horror
172441,Survival
213104,Action Adventure
213104,Modern
213104,General
157957,Miscellaneous
157957,Trivia / Game Show
548043,Adventure
548043,General
302127,Modern
302127,Action
302127,Shooter
302127,First-Person
302127,Tactical
230238,Action Adventure
230238,Fantasy
230238,General
230238,Open-World
161014,Role-Playing
161014,Console-style RPG
161768,Sports
161768,Traditional
161768,Baseball
161768,Sim
161613,Sports
161613,Traditional
161613,Ice Hockey
161613,Arcade
101556,Miscellaneous
101556,Rhythm
101556,Music
101277,Strategy
101277,Tycoon
160651,Sports
160651,Alternative
160651,Biking
104990,Miscellaneous
104990,Rhythm
104990,Music
114641,Simulation
114641,Strategy
114641,Real-Time
114641,General
114641,Historic
172447,Puzzle
172447,Miscellaneous
172447,General
567454,Miscellaneous
567454,Compilation
548206,Action Adventure
548206,Open-World
237280,Action
237280,Miscellaneous
237280,Parlor
237280,Pinball
220587,Role-Playing
220587,Action Adventure
220587,Fantasy
220587,Action RPG
113444,Action Adventure
113444,Modern
113444,Open-World
429516,Miscellaneous
429516,Compilation
522747,First-Person
522747,Action
522747,Shooter
522747,Third-Person
522747,Tactical
418930,Driving
418930,GT / Street
418930,Racing
418930,Simulation
418930,Automobile
182282,General
182282,Action
182282,Shooter
182282,Static
182282,Shoot-'Em-Up
182282,Top-Down
112019,Sports
112019,Traditional
112019,Individual
112019,Golf
112019,Sim
104461,Strategy
104461,Real-Time
104461,Military
104461,General
509927,Sports
509927,Team
509927,Football
509927,Sim
196590,General
196590,Role-Playing
346723,Action
346723,Shooter
346723,Static
346723,Shoot-'Em-Up
346723,Top-Down
564126,Action
564126,Shooter
564126,First-Person
564126,Tactical
509953,Action
509953,Platformer
509953,2D
312703,Action
312703,Platformer
312703,2D
524082,Racing
524082,Arcade
524082,Automobile
505147,Action
505147,Adventure
505147,General
505147,3D
505147,Third-Person
499296,Action
499296,Fighting
499296,3D
376404,Action
376404,General
376404,Platformer
376404,2D
495608,Sports
495608,Team
495608,Football
495608,Sim
535734,Action
535734,Fighting
535734,2D
261178,Miscellaneous
261178,Puzzle
261178,Action
244755,Miscellaneous
244755,Puzzle
244755,Logic
155089,Driving
155089,Racing
155089,Arcade
155089,Automobile
115147,Action
115147,Platformer
115147,2D
102351,Simulation
102351,Sci-Fi
102351,Mech
498785,Racing
498785,Simulation
498785,Automobile
112216,Simulation
112216,Miscellaneous
112216,Virtual Life
112216,Virtual
109499,Adventure
109499,General
109499,3D
109499,Point-and-Click
109499,Third-Person
526910,Action
526910,Shooter
526910,First-Person
526910,Arcade
133515,Sports
133515,Traditional
133515,Team
133515,Soccer
133515,Sim
536908,Role-Playing
536908,Roguelike
556601,Action
556601,General
539543,Action
539543,Platformer
539543,2D
537676,Role-Playing
537676,Action RPG
527840,Sports
527840,Team
527840,Ice Hockey
527840,Sim
325837,Platformer
325837,2D
325837,Action
325837,Shooter
325837,Shoot-'Em-Up
325837,Horizontal
163538,Miscellaneous
163538,Puzzle
163538,Matching
103364,Simulation
103364,Submarine
103364,Marine
103364,Combat
154238,Driving
154238,Racing
154238,Simulation
154238,GT / Street
154238,Automobile
543591,Action
543591,Platformer
543591,2D
212882,Miscellaneous
212882,Action Adventure
212882,Adventure
212882,General
212882,Compilation
212882,Linear
174016,Action
174016,Strategy
174016,General
174016,Real-Time
174016,Defense
103817,Action Adventure
103817,Modern
103817,Linear
103919,Action Adventure
103919,Modern
101563,Role-Playing
101563,Massively Multiplayer Online
101563,Massively Multiplayer
101563,Fantasy
161435,Miscellaneous
161435,Puzzle
161435,General
102250,Action
102250,Fighting
102250,Wrestling
522748,First-Person
522748,Action
522748,Shooter
522748,Third-Person
522748,Tactical
540460,Action Adventure
540460,Open-World
106678,Action
106678,Shooter
106678,First-Person
106678,Sci-Fi
106678,Arcade
526138,Strategy
526138,Turn-Based
526138,Tactics
252879,Platformer
252879,2D
252879,Action
170540,Adventure
170540,General
170540,Third-Person
170540,Point-and-Click
170540,Sci-Fi
518171,Strategy
518171,Turn-Based
518171,Tactics
188746,Action
188746,Platformer
188746,2D
497956,Action
497956,Shooter
497956,First-Person
497956,Arcade
327232,Action
327232,General
327232,Sports
327232,Traditional
327232,Team
327232,Soccer
327232,Sim
213213,Driving
213213,Racing
213213,Arcade
213213,Futuristic
200237,Miscellaneous
200237,Puzzle
200237,General
215524,Driving
215524,Racing
215524,Arcade
215524,Kart
215524,Other
215524,Automobile
112390,Sports
112390,Traditional
112390,Team
112390,Basketball
112390,Sim
104426,Role-Playing
104426,PC-style RPG
104426,Western-Style
107251,Action
107251,Platformer
107251,2D
530700,Strategy
530700,Real-Time
530700,Tactics
222190,Action
222190,Miscellaneous
222190,Fighting
222190,Compilation
222190,2D
506190,Role-Playing
506190,Action RPG
142883,Role-Playing
142883,PC-style RPG
142883,Western-Style
162438,Action Adventure
162438,Modern
495322,Adventure
495322,Visual Novel
465124,Strategy
465124,Turn-Based
465124,Card Battle
163012,Sports
163012,Traditional
163012,Football
163012,Sim
106474,Strategy
106474,Real-Time
106474,Historic
106474,General
207518,Action
207518,Miscellaneous
207518,Parlor
207518,Pinball
563934,Role-Playing
563934,Action RPG
102761,Action
102761,Shooter
102761,Scrolling
108105,Role-Playing
108105,Action RPG
155256,Sports
155256,Traditional
155256,Individual
155256,Tennis
532487,Racing
532487,Arcade
532487,Automobile
175312,Sports
175312,Traditional
175312,Team
175312,Football
175312,Sim
109996,Miscellaneous
109996,Rhythm
109996,Music
106118,Action
106118,Shooter
106118,First-Person
106118,Modern
106118,Arcade
503657,Adventure
503657,3D
503657,First-Person
448148,Role-Playing
448148,Japanese-Style
448148,Western-Style
111936,Strategy
111936,Turn-Based
111936,Fantasy
111936,Tactics
104421,Role-Playing
104421,Action RPG
543292,Action Adventure
543292,Open-World
230772,General
230772,Miscellaneous
260912,General
260912,Action
260912,Adventure
260912,Point-and-Click
106579,Driving
106579,Racing
106579,Simulation
106579,GT / Street
106579,Automobile
115447,Adventure
115447,General
115447,3D
115447,Fantasy
115447,Third-Person
237582,Miscellaneous
237582,Adventure
237582,Compilation
237582,Point-and-Click
114720,Driving
114720,Racing
114720,Arcade
114720,Automobile
324586,Sports
324586,Traditional
324586,Team
324586,Soccer
324586,Sim
109971,Role-Playing
109971,PC-style RPG
109971,Western-Style
106155,Driving
106155,Racing
106155,GT / Street
173862,Strategy
173862,General
101601,Adventure
101601,3D
101601,Modern
101601,Third-Person
103084,Strategy
103084,Turn-Based
103084,Fantasy
103084,General
102217,Driving
102217,Racing
102217,Rally / Offroad
161352,Action
161352,Platformer
161352,2D
101692,Action
101692,Shooter
101692,Third-Person
101692,Tactical
101692,Modern
102044,Action
102044,Shooter
102044,First-Person
102044,Tactical
102044,Modern
101933,Strategy
101933,Real-Time
101933,Fantasy
101933,General
101198,Strategy
101198,Real-Time
101198,Sci-Fi
542983,Action
542983,Shooter
542983,Light Gun
110037,Sports
110037,Traditional
110037,Team
110037,Soccer
110037,Management
527360,Action
527360,Shooter
527360,First-Person
527360,Arcade
260908,General
260908,Action
260908,Adventure
260908,Point-and-Click
108110,Role-Playing
108110,Action RPG
510939,Action
510939,Shooter
510939,First-Person
510939,Arcade
110595,Action Adventure
110595,Modern
110595,Open-World
490937,Adventure
490937,3D
490937,First-Person
142924,Action Adventure
142924,Adventure
142924,General
508843,Strategy
508843,Real-Time
508843,General
261550,Miscellaneous
261550,General
261550,Adventure
109532,Action Adventure
109532,Fantasy
109532,General
103077,Driving
103077,Racing
103077,Simulation
103077,GT / Street
103077,Automobile
563239,Action Adventure
563239,Open-World
109989,Miscellaneous
109989,Puzzle
109989,Matching
104351,Driving
104351,Racing
104351,Arcade
104351,Automobile
491133,Adventure
491133,General
102048,Action
102048,Platformer
102048,3D
557213,Action Adventure
557213,Survival
110754,Simulation
110754,Miscellaneous
110754,Virtual Life
110754,Virtual
507947,Action
507947,General
172129,Action
172129,Fighting
172129,2D
173752,Action
173752,General
173752,Shooter
173752,Static
173752,Shoot-'Em-Up
173752,Top-Down
197875,Action
197875,Fighting
197875,3D
224924,Platformer
224924,2D
224924,Action
226869,Role-Playing
226869,First-Person
226869,Western-Style
245735,General
245735,Shooter
245735,Scrolling
245735,Action
245735,Shoot-'Em-Up
245735,Vertical
299346,Sports
299346,Miscellaneous
299346,General
299346,Party
299346,Party / Minigame
135860,Role-Playing
135860,PC-style RPG
135860,Action RPG
135859,Role-Playing
135859,PC-style RPG
135859,Action RPG
548892,Action
548892,Fighting
548892,2D
550529,Action
550529,Rhythm
550529,Music
543895,Sports
543895,Team
543895,Soccer
543895,Sim
507525,Action Adventure
507525,Sandbox
541579,Miscellaneous
541579,Compilation
529364,Strategy
529364,General
527106,Action Adventure
527106,General
520641,Strategy
520641,Turn-Based
520641,Tactics
499273,Miscellaneous
499273,Board / Card Game
497794,Role-Playing
497794,General
500176,Action
500176,Platformer
500176,2D
285702,Strategy
285702,Turn-Based
285702,General
285702,4X
193565,Action
193565,Fighting
193565,3D
182678,Action
182678,Platformer
182678,3D
115032,Action
115032,Simulation
115032,Miscellaneous
115032,General
115032,Puzzle
115032,Virtual
115032,Career
112937,Action
112937,Platformer
112937,2D
108314,Action
108314,Shooter
108314,First-Person
108314,Historic
109113,Action
109113,Shooter
109113,First-Person
109113,Sci-Fi
109113,Arcade
105996,Action
105996,Shooter
105996,Third-Person
105996,Tactical
105996,Modern
162789,Role-Playing
162789,Action RPG
162028,Miscellaneous
162028,Rhythm
162028,Dancing
161486,Strategy
161486,Turn-Based
161486,Fantasy
162004,Sports
162004,Traditional
162004,Basketball
162004,Sim
102953,Action
102953,Shooter
102953,First-Person
102953,Tactical
102953,Modern
101805,Sports
101805,Traditional
101805,Soccer
101805,Sim
160665,Driving
160665,Racing
160665,Futuristic
494568,Action
494568,General
101982,Action
101982,Shooter
101982,First-Person
101982,Sci-Fi
101982,Arcade
112775,Action
112775,Platformer
112775,2D
510044,Action
510044,Shooter
510044,First-Person
510044,Arcade
142865,Action Adventure
142865,Fantasy
142865,General
113896,Action
113896,Shooter
113896,Scrolling
113896,Shoot-'Em-Up
113896,Vertical
510888,Action Adventure
510888,Survival
529507,Action
529507,Platformer
529507,2D
110154,Action Adventure
110154,Horror
110154,Survival
548014,Miscellaneous
548014,Compilation
108047,Action Adventure
108047,Modern
108047,General
111260,Action
111260,Action Adventure
111260,General
111260,Fantasy
111260,Open-World
533129,Adventure
533129,General
317202,General
317202,Action
317202,Platformer
317202,Shooter
317202,2D
317202,Scrolling
317202,Shoot-'Em-Up
317202,Vertical
337568,Action
337568,Fighting
337568,2D
114629,Role-Playing
114629,Action RPG
114629,First-Person
114629,Western-Style
494072,General
494072,Strategy
494072,Turn-Based
494072,Tactics
108771,Action
108771,Beat-'Em-Up
108771,2D
525509,Sports
525509,Team
525509,Soccer
525509,Sim
167710,Action
167710,Shooter
167710,Third-Person
167710,Modern
167710,Arcade
499245,Role-Playing
499245,Western-Style
285219,Sports
285219,General
229607,Action
229607,General
229607,Platformer
229607,2D
537675,Puzzle
537675,General
258288,Fantasy
258288,Action Adventure
258288,Adventure
258288,General
258288,Point-and-Click
110239,Action
110239,Shooter
110239,First-Person
110239,Sci-Fi
110239,Arcade
496282,Action Adventure
496282,Survival
512172,Action Adventure
512172,Linear
535732,Action
535732,Fighting
535732,2D
103816,Action Adventure
103816,Modern
560443,Simulation
560443,Virtual
560443,Virtual Life
211066,Sports
211066,Traditional
211066,Team
211066,Soccer
211066,Sim
162908,Sports
162908,Traditional
162908,Golf
162908,Sim
162036,Role-Playing
162036,Action RPG
514952,Action
514952,Platformer
514952,2D
491950,Strategy
491950,Turn-Based
491950,General
491950,Tactics
162137,Sports
162137,Traditional
162137,Soccer
162137,Sim
161572,Action
161572,Shooter
161572,Third-Person
161572,Tactical
161572,Modern
161704,Action
161704,Beat-'Em-Up
161503,Sports
161503,Traditional
161503,Basketball
161503,Sim
161205,Driving
161205,Racing
161205,GT / Street
102251,Strategy
102251,Wargame
102251,Turn-Based
161183,Action
161183,Fighting
161183,3D
160983,Driving
160983,Racing
160983,Arcade
101288,Role-Playing
101288,Action RPG
163328,Strategy
163328,Turn-Based
163328,Fantasy
104166,Action
104166,Platformer
104166,2D
524028,Miscellaneous
524028,Compilation
103992,Driving
103992,Racing
103992,Simulation
103992,GT / Street
103992,Automobile
162079,Action Adventure
162079,Fantasy
109867,Action
109867,Miscellaneous
109867,Parlor
109867,Pinball
212151,Miscellaneous
212151,Puzzle
212151,General
106235,Sports
106235,Traditional
106235,Team
106235,Ice Hockey
106235,Management
106235,Sim
189128,Role-Playing
189128,General
532614,Racing
532614,Simulation
532614,Automobile
558048,Miscellaneous
558048,Compilation
552594,Action Adventure
552594,Linear
514814,Action
514814,Shooter
514814,Shoot-'Em-Up
514814,Horizontal
527449,Action Adventure
527449,General
162854,Sports
162854,Traditional
162854,Basketball
162854,Sim
540618,Action Adventure
540618,General
114705,Action
114705,Fighting
114705,2D
105325,Strategy
105325,Turn-Based
105325,Fantasy
105325,General
543894,Sports
543894,Team
543894,Soccer
543894,Sim
114847,Action
114847,Platformer
114847,2D
510893,Action Adventure
510893,General
530992,Action
530992,Beat-'Em-Up
530992,2D
110175,Action
110175,Adventure
110175,Platformer
110175,General
110175,2D
161104,Action Adventure
161104,Sci-Fi
546869,Simulation
546869,Strategy
546869,Management
546869,Virtual
546869,Career
546869,Business / Tycoon
251040,Action
251040,Action Adventure
251040,Platformer
251040,General
251040,2D
113050,General
113050,Action
113050,Shooter
113050,First-Person
113050,Sci-Fi
113050,Arcade
114519,Role-Playing
114519,First-Person
114519,General
114519,Western-Style
106871,Action
106871,Shooter
106871,First-Person
106871,Historic
106871,Arcade
232743,Driving
232743,Racing
232743,Simulation
232743,GT / Street
232743,Automobile
510097,Sports
510097,Team
510097,Soccer
510097,Sim
495399,Action
495399,Shooter
495399,Shoot-'Em-Up
495399,Horizontal
114714,Action
114714,Fighting
114714,3D
112941,Miscellaneous
112941,Adventure
112941,General
112941,Compilation
110596,Driving
110596,Racing
110596,Arcade
110596,Kart
110596,Automobile
110465,Sports
110465,Traditional
110465,Team
110465,Basketball
110465,Sim
551218,Action
551218,Platformer
551218,2D
225977,Action
225977,Shooter
225977,First-Person
225977,Sci-Fi
225977,Arcade
114166,Driving
114166,Racing
114166,General
114166,Arcade
114166,Automobile
173188,General
173188,Role-Playing
173188,Roguelike
414445,Action
414445,General
414445,Shooter
414445,Shoot-'Em-Up
414445,Top-Down
179138,Role-Playing
179138,First-Person
179138,Western-Style
182698,Action RPG
182698,Action
182698,Role-Playing
182698,Beat-'Em-Up
182698,2D
108859,Miscellaneous
108859,Compilation
154756,Strategy
154756,Real-Time
154756,Historic
154756,General
475979,Miscellaneous
475979,Edutainment
370548,Puzzle
370548,General
313446,Sports
313446,Traditional
313446,Team
313446,Basketball
313446,Sim
103595,Sports
103595,Traditional
103595,Team
103595,Baseball
103595,Sim
102295,Strategy
102295,Real-Time
102295,Historic
102295,General
102030,Driving
102030,Racing
102030,Rally / Offroad
161318,Driving
161318,Racing
161318,Rally / Offroad
101170,Strategy
101170,Real-Time
101170,Fantasy
101170,General
101170,Command
102909,Strategy
102909,General
105196,Role-Playing
105196,Console-style RPG
110983,Adventure
110983,General
110983,3D
110983,Point-and-Click
110983,Third-Person
169854,Action Adventure
169854,Fantasy
169854,General
182308,Action
182308,Shooter
182308,First-Person
182308,Sci-Fi
182308,Arcade
110418,Action
110418,Platformer
110418,2D
252865,Action
252865,General
252865,Role-Playing
115096,Action Adventure
115096,Modern
115096,General
105522,Sports
105522,Traditional
105522,Baseball
105522,Sim
103893,Action
103893,Shooter
103893,First-Person
103893,Historic
106746,Action
