id,zanr 
102333,Action
102333,Fighting
102333,3D
160820,Action
160820,General
101022,Action Adventure
101022,Sci-Fi
101022,General
109970,Sports
109970,Traditional
109970,Individual
109970,Golf
109970,Sim
142882,Role-Playing
142882,PC-style RPG
142882,Western-Style
181817,Action
181817,Shooter
181817,First-Person
181817,Sci-Fi
181817,Arcade
114704,Action
114704,Fighting
114704,3D
540928,Role-Playing
540928,Japanese-Style
142877,Role-Playing
142877,Action RPG
162120,Sports
162120,Traditional
162120,Golf
162120,Sim
190523,Action
190523,Fighting
190523,2D
564398,Puzzle
564398,Action
559352,Adventure
559352,General
513964,Simulation
513964,Virtual
513964,Virtual Life
445858,Role-Playing
445858,Western-Style
113277,Strategy
113277,Real-Time
113277,Sci-Fi
113277,General
112508,Sports
112508,Traditional
112508,Team
112508,Soccer
112508,Sim
526543,Action RPG
526543,Role-Playing
526543,Trainer
162119,Action Adventure
162119,Sci-Fi
112091,Strategy
112091,Real-Time
112091,Historic
112091,Defense
176939,Role-Playing
176939,Action RPG
176939,General
206851,Driving
206851,Racing
206851,Simulation
206851,Formula One
206851,Automobile
550080,Simulation
550080,General
502640,Action
502640,General
496778,Action
496778,Shooter
496778,First-Person
496778,Arcade
446877,Puzzle
446877,Action
108041,Action
108041,Fighting
108041,Wrestling
245940,Action RPG
245940,Action Adventure
245940,Fantasy
245940,Role-Playing
182393,Action Adventure
182393,Fantasy
182393,General
182393,Open-World
518774,Action
518774,Role-Playing
518774,Action RPG
518774,Beat-'Em-Up
518774,2D
219310,General
219310,Action
219310,Shooter
219310,Shoot-'Em-Up
219310,Top-Down
547337,Action
547337,Platformer
547337,2D
549762,Action
549762,General
513858,Role-Playing
513858,Adventure
513858,General
513858,Action RPG
540308,Miscellaneous
540308,Compilation
535467,Action
535467,Shooter
535467,Rail
518497,Action
518497,Platformer
518497,2D
260909,General
260909,Action
260909,Adventure
260909,Point-and-Click
248995,Action
248995,Fighting
248995,3D
223940,Action
223940,Platformer
223940,2D
146716,PC-style RPG
146716,Role-Playing
146716,Action RPG
143232,Action
143232,Shooter
143232,Static
143232,Shoot-'Em-Up
143232,Vertical
106097,Action
106097,Shooter
106097,First-Person
106097,Tactical
106097,Modern
111706,Action
111706,Miscellaneous
111706,Rhythm
111706,Music
109864,Action Adventure
109864,Modern
109864,General
536904,Action Adventure
536904,Survival
111631,Action Adventure
111631,Adventure
111631,Historic
111631,General
107657,Role-Playing
107657,Console-style RPG
107657,Japanese-Style
110799,Sports
110799,Traditional
110799,Baseball
110799,Arcade
172502,General
172502,Action
172502,Platformer
172502,2D
198742,Miscellaneous
198742,Puzzle
198742,Action
126766,Action
126766,Simulation
126766,Flight
126766,Combat
106117,Action
106117,Shooter
106117,First-Person
106117,Modern
106117,Arcade
237805,Strategy
237805,Turn-Based
237805,Fantasy
237805,General
528614,Action
528614,Fighting
528614,2D
433044,Action Adventure
433044,General
212119,Strategy
212119,Miscellaneous
212119,Turn-Based
212119,Card Battle
175191,Action
175191,Miscellaneous
175191,Rhythm
175191,Music
539937,Action
539937,Platformer
539937,2D
526142,Sports
526142,Individual
526142,Golf
526142,Sim
332584,Console-style RPG
332584,Role-Playing
332584,Japanese-Style
162819,Sports
162819,Traditional
162819,Soccer
162819,Sim
234310,Sci-Fi
234310,Action Adventure
234310,Open-World
459704,Action
459704,Rhythm
459704,Music
245668,Shooter
245668,Modern
245668,Action
245668,Third-Person
245668,Tactical
245668,Arcade
200248,Adventure
200248,General
200248,3D
200248,First-Person
200248,Fantasy
115186,Sports
115186,Traditional
115186,Individual
115186,Tennis
540334,Miscellaneous
540334,Adventure
540334,General
540334,Party / Minigame
531873,Miscellaneous
531873,Board / Card Game
510928,Action Adventure
510928,General
252573,Action
252573,Platformer
252573,2D
103358,Action
103358,Shooter
103358,Third-Person
103358,Modern
162234,Action
162234,Shooter
162234,Third-Person
162234,Historic
161697,Driving
161697,Racing
161697,Arcade
161238,Driving
161238,Racing
161238,GT / Street
161510,Action
161510,Shooter
161510,First-Person
161510,Modern
102447,Strategy
102447,Real-Time
102447,Fantasy
102447,General
161285,Sports
161285,Alternative
161285,Surfing
101644,Action
101644,Shooter
101644,First-Person
101644,Modern
101644,Arcade
102120,Driving
102120,Racing
102120,Rally / Offroad
161347,Sports
161347,Traditional
161347,Baseball
161347,Arcade
101649,Action
101649,Shooter
101649,Third-Person
101649,Modern
160717,Action
160717,Platformer
160717,3D
101344,Strategy
101344,Tycoon
101344,Management
101344,Business / Tycoon
310790,Sports
310790,Traditional
310790,Team
310790,Football
310790,Sim
154902,Role-Playing
154902,General
154902,Action RPG
528931,Strategy
528931,General
496681,Adventure
496681,General
143233,Action
143233,Shooter
143233,Static
143233,Shoot-'Em-Up
143233,Vertical
135149,Miscellaneous
135149,Puzzle
135149,Action
135149,General
111708,Sports
111708,Traditional
111708,Team
111708,Soccer
111708,Sim
109819,Miscellaneous
109819,Music Maker
109819,Application
512422,Role-Playing
512422,Action RPG
114863,Role-Playing
114863,Console-style RPG
114863,Japanese-Style
313494,Role-Playing
313494,General
313494,Japanese-Style
158587,Action Adventure
158587,Modern
158587,Horror
158587,Survival
528610,Action Adventure
528610,General
109176,Action
109176,Shooter
109176,Third-Person
109176,Sci-Fi
109176,Arcade
145790,Action
145790,General
114268,Sports
114268,Traditional
114268,Team
114268,Baseball
114268,Arcade
563369,Adventure
563369,3D
563369,First-Person
531698,Action Adventure
531698,General
525510,Sports
525510,Team
525510,Soccer
525510,Sim
504570,Strategy
504570,Management
504570,Government
448140,Action Adventure
448140,Survival
218126,Strategy
218126,Real-Time
218126,Historic
218126,Tactics
346665,Sports
346665,Traditional
346665,Team
346665,Soccer
346665,Management
108922,Driving
108922,Racing
108922,Arcade
108922,Automobile
104008,Action Adventure
104008,Horror
104008,Survival
519322,Action
519322,Arcade
105914,Sports
105914,Traditional
105914,Team
105914,Baseball
105914,Sim
244897,Sports
244897,Traditional
244897,Team
244897,Soccer
244897,Sim
245667,Shooter
245667,Modern
245667,Action
245667,Third-Person
245667,Tactical
245667,Arcade
227534,Action
227534,Fighting
227534,3D
523407,Puzzle
523407,Matching
103705,Action
103705,Platformer
103705,2D
550027,Action
550027,General
498268,Action
498268,General
208847,Action Adventure
208847,Sci-Fi
208847,General
340920,Role-Playing
340920,Action RPG
110225,Action
110225,Miscellaneous
110225,Action Adventure
110225,Sci-Fi
110225,General
110225,Compilation
499406,Action
499406,Platformer
499406,2D
505317,Action
505317,Adventure
505317,General
505317,Point-and-Click
114404,Sports
114404,Traditional
114404,Team
114404,Basketball
114404,Sim
162530,Action
162530,Shooter
162530,First-Person
162530,Tactical
162530,Modern
152149,Driving
152149,Racing
152149,Mission-based
152149,Arcade
152149,Automobile
110292,Action
110292,Shooter
110292,Static
110292,Shoot-'Em-Up
110292,Top-Down
110597,Sports
110597,Miscellaneous
110597,General
110597,Exercise / Fitness
490271,Adventure
490271,General
248794,Action
248794,Platformer
248794,2D
334434,Miscellaneous
334434,Action
334434,Rhythm
334434,Music
472836,Strategy
472836,Turn-Based
472836,General
101470,Strategy
101470,General
101470,Management
101470,Business / Tycoon
114738,Action
114738,Miscellaneous
114738,Rhythm
114738,Music
451578,Action
451578,Adventure
451578,General
451578,Point-and-Click
237458,Action
237458,Miscellaneous
237458,Beat-'Em-Up
237458,Compilation
113286,Miscellaneous
113286,Compilation
111248,Strategy
111248,Tycoon
111248,Management
111248,Business / Tycoon
462621,Simulation
462621,Space
462621,Civilian
538516,Action Adventure
538516,General
519582,Adventure
519582,General
509202,Action
509202,Platformer
509202,2D
162772,Driving
162772,Racing
162772,GT / Street
162501,Sports
162501,Traditional
162501,Basketball
162501,Sim
103447,Strategy
103447,Turn-Based
103447,Fantasy
103447,General
161930,Sports
161930,Alternative
161930,Snowboarding
102506,Action
102506,Fighting
102506,Wrestling
161668,Action
161668,Fighting
161668,2D
102929,Strategy
102929,General
100461,Role-Playing
100461,Action RPG
101500,Strategy
101500,General
160829,Driving
160829,Racing
160829,Arcade
101404,Action
101404,Miscellaneous
101404,General
101404,Board / Card Game
100418,Adventure
100418,General
100418,Point-and-Click
492388,Action
492388,Action Adventure
492388,Platformer
492388,Open-World
492388,3D
250489,Shooter
250489,Sci-Fi
250489,Action
250489,First-Person
250489,Arcade
260906,General
260906,Action
260906,Adventure
260906,Point-and-Click
114727,Action
114727,Shooter
114727,First-Person
114727,Sci-Fi
114727,Arcade
539642,Action
539642,General
508219,Action
508219,Shooter
508219,Light Gun
260766,Action
260766,Adventure
260766,General
260766,Point-and-Click
225113,Miscellaneous
225113,Puzzle
225113,General
162867,Miscellaneous
162867,Rhythm
162867,Music
162616,Miscellaneous
162616,Edutainment
368904,Strategy
368904,Real-Time
368904,General
368904,Historic
537099,Action
537099,Platformer
537099,2D
509028,Role-Playing
509028,Action RPG
509028,Japanese-Style
541785,Action Adventure
541785,Survival
261964,Action Adventure
261964,Adventure
261964,General
261964,Fantasy
261964,Point-and-Click
162328,Action
162328,Platformer
162328,2D
169887,Sports
169887,Traditional
169887,Individual
169887,Golf
169887,Sim
110224,Action
110224,Miscellaneous
110224,General
110224,Compilation
496710,Action Adventure
496710,Adventure
496710,General
112715,Action Adventure
112715,Adventure
112715,3D
112715,Open-World
112715,First-Person
112715,Fantasy
557292,Action
557292,Shooter
557292,First-Person
557292,Tactical
553616,Strategy
553616,Real-Time
553616,General
532246,Miscellaneous
532246,Compilation
107138,Adventure
107138,First-Person
107138,Point-and-Click
107138,Modern
524388,Strategy
524388,Turn-Based
524388,Tactics
517086,Action
517086,Platformer
517086,2D
506273,Action
506273,General
221302,Role-Playing
221302,Massively Multiplayer Online
221302,Massively Multiplayer
221302,Fantasy
110026,Strategy
110026,Turn-Based
110026,Fantasy
110026,Artillery
560706,Role-Playing
560706,General
231756,Action Adventure
231756,Horror
231756,Survival
550526,Action
550526,Rhythm
550526,Music
509292,Action
509292,Shooter
509292,First-Person
509292,Arcade
346748,Strategy
346748,Real-Time
346748,MOBA
239979,Action
239979,Platformer
239979,2D
492434,Action
492434,Simulation
492434,Shooter
492434,Vehicle
492434,Third-Person
492434,Combat
492434,Tactical
322492,Miscellaneous
322492,Puzzle
322492,Action
322492,Logic
170401,Action
170401,Platformer
170401,2D
126014,Sports
126014,Alternative
126014,Individual
126014,Skateboarding
126014,Skate / Skateboard
126982,Action Adventure
126982,Modern
126982,General
108715,Driving
108715,Racing
108715,Demolition Derby
108715,Arcade
108715,Automobile
557156,Strategy
557156,Real-Time
557156,General
546980,Strategy
546980,Management
546980,Government
546022,Sports
546022,Team
546022,Basketball
546022,Sim
531854,Action Adventure
531854,General
531854,Open-World
529573,Adventure
529573,General
519522,Adventure
519522,3D
519522,First-Person
507453,Action Adventure
507453,Open-World
509798,Adventure
509798,Visual Novel
494739,Japanese-Style
494739,Role-Playing
494739,Action RPG
353493,Strategy
353493,General
433014,Action
433014,Action Adventure
433014,Arcade
433014,Linear
461223,Action
461223,Shooter
461223,First-Person
461223,Arcade
211031,Action Adventure
211031,Modern
211031,General
188797,Action
188797,Platformer
188797,2D
107702,Simulation
107702,Flight
107702,Modern Jet
107702,Combat
106770,Strategy
106770,Turn-Based
106770,Modern
106770,Card Battle
105810,Adventure
105810,3D
105810,First-Person
105810,Fantasy
101925,Role-Playing
101925,Action RPG
101888,Strategy
101888,Tycoon
101888,Management
101888,Business / Tycoon
161677,Action Adventure
161677,Fantasy
161587,Sports
161587,Traditional
161587,Soccer
161587,Arcade
101854,Driving
101854,Racing
101854,Rally / Offroad
161097,Driving
161097,Racing
161097,Snow / Water
161026,Role-Playing
161026,General
101476,Strategy
101476,General
101622,Driving
101622,Racing
101622,Arcade
243644,GT / Street
243644,Driving
243644,Racing
243644,Simulation
243644,Automobile
190512,Action
190512,Platformer
190512,2D
164285,Action Adventure
164285,Modern
164285,General
112059,Action
112059,Sports
112059,Fighting
112059,Individual
112059,Wrestling
112059,Combat
498892,Action
498892,Platformer
498892,3D
104001,Strategy
104001,Real-Time
104001,Historic
104001,General
562683,Simulation
562683,Space
562683,Combat
511020,Action
511020,Platformer
511020,2D
164286,Action Adventure
164286,Modern
164286,General
242392,General
242392,Shooter
242392,Historic
242392,Action
242392,First-Person
242392,Arcade
114997,Role-Playing
114997,First-Person
114997,General
114997,Western-Style
513859,Role-Playing
513859,Adventure
513859,General
513859,Action RPG
397099,Sci-Fi
397099,Strategy
397099,Real-Time
397099,General
145825,Action Adventure
145825,Horror
145825,Survival
107968,Driving
107968,Racing
107968,Simulation
107968,GT / Street
107968,Automobile
112665,Action Adventure
112665,Modern
112665,Open-World
559351,Adventure
559351,General
555256,Adventure
555256,3D
555256,Point-and-Click
555256,Third-Person
513122,Miscellaneous
513122,Board / Card Game
101695,Action Adventure
101695,Fantasy
101695,General
196141,Sports
196141,Traditional
196141,Team
196141,Soccer
196141,Sim
132524,Sports
132524,Traditional
132524,Team
132524,Basketball
132524,Arcade
549340,Miscellaneous
549340,Compilation
471091,Adventure
471091,3D
471091,First-Person
518925,Action
518925,Shooter
518925,First-Person
518925,Tactical
182380,Action
182380,Fighting
182380,2D
527266,Action
527266,Action Adventure
527266,General
114193,Action
114193,Miscellaneous
114193,Rhythm
114193,Music
110373,Adventure
110373,3D
110373,Fantasy
110373,Third-Person
510535,Role-Playing
510535,Action RPG
161235,Miscellaneous
161235,Parlor
161235,Pinball
115130,Action
115130,Action Adventure
115130,Shooter
115130,Sci-Fi
115130,General
115130,Third-Person
539935,Action
539935,Platformer
539935,2D
182350,Role-Playing
182350,Strategy
182350,Turn-Based
182350,General
182350,Tactics
530581,Action
530581,Platformer
530581,2D
261668,Strategy
261668,Real-Time
261668,General
261668,Fantasy
173677,Miscellaneous
173677,Edutainment
173677,Adventure
173677,3D
173677,Fantasy
173677,Third-Person
168050,Strategy
168050,Real-Time
168050,Fantasy
168050,General
116150,Miscellaneous
116150,Puzzle
116150,Logic
103201,Action
103201,Shooter
103201,Scrolling
161074,Action
161074,Beat-'Em-Up
101809,Driving
101809,Racing
101809,Simulation
101809,Formula One
101809,Automobile
160850,Driving
160850,Mission-based
113304,Miscellaneous
113304,Adventure
113304,General
113304,Compilation
182330,Action
182330,Fighting
182330,3D
182330,2D
114780,Action
114780,Shooter
114780,Third-Person
114780,Sci-Fi
114780,Arcade
108081,Action
108081,Shooter
108081,First-Person
108081,Historic
108081,Arcade
109120,Action
109120,Platformer
109120,3D
516220,Role-Playing
516220,Action RPG
516220,Roguelike
521586,Puzzle
521586,Action
521647,Adventure
521647,General
520088,Action
520088,Shooter
520088,Shoot-'Em-Up
520088,Vertical
512842,Action
512842,Rhythm
512842,Music
258564,Horror
258564,Action Adventure
258564,Survival
105419,Strategy
105419,Real-Time
105419,Sci-Fi
105419,General
109219,Sports
109219,Traditional
109219,Team
109219,Baseball
109219,Arcade
115101,Action
115101,Sports
115101,Fighting
115101,Individual
115101,Wrestling
115101,Combat
115101,Boxing / Martial Arts
495926,Action Adventure
495926,General
556797,Racing
556797,Arcade
556797,Automobile
510854,Action Adventure
510854,General
512988,Action
512988,Platformer
512988,3D
113851,Miscellaneous
113851,Puzzle
113851,Action
113851,General
113063,Strategy
113063,General
108526,Sports
108526,Traditional
108526,Team
108526,Ice Hockey
108526,Sim
206365,Miscellaneous
206365,Adventure
206365,General
206365,Compilation
206365,Point-and-Click
507439,Action
507439,Platformer
507439,2D
553520,Action
553520,Fighting
553520,3D
514582,Action Adventure
514582,General
511024,Action
511024,Platformer
511024,3D
143153,Action
143153,Platformer
143153,2D
143153,3D
106100,Simulation
106100,Submarine
106100,Marine
106100,Combat
172477,Action
172477,Fighting
172477,3D
499286,Role-Playing
499286,Roguelike
445889,Action
445889,Rhythm
445889,Music
236557,Action Adventure
236557,Modern
236557,General
214005,Driving
214005,Racing
214005,Simulation
214005,GT / Street
214005,Automobile
205967,Action
205967,Shooter
205967,First-Person
205967,Modern
205967,Tactical
205967,Arcade
107658,Action
107658,Shooter
107658,Third-Person
107658,Sci-Fi
107658,Arcade
108221,Strategy
108221,Real-Time
108221,Historic
108221,General
208437,General
208437,Miscellaneous
162241,Action Adventure
162241,Fantasy
128315,Action
128315,Miscellaneous
128315,Rhythm
128315,Music
542646,Action Adventure
542646,Linear
112605,Sports
112605,Traditional
112605,Team
112605,Soccer
112605,Sim
104114,Adventure
104114,First-Person
104114,Point-and-Click
104114,Modern
124930,Miscellaneous
124930,Puzzle
124930,General
224447,Simulation
224447,General
224447,Vehicle
224447,Civilian
102946,Driving
102946,Mission-based
182043,Miscellaneous
182043,Puzzle
182043,General
108692,Role-Playing
108692,Console-style RPG
108692,Japanese-Style
545217,Action
545217,Beat-'Em-Up
545217,2D
518656,Miscellaneous
518656,Compilation
107920,Sports
107920,Traditional
107920,Team
107920,Football
107920,Sim
161838,Action
161838,Shooter
161838,First-Person
161838,Sci-Fi
161667,Role-Playing
161667,Action RPG
161615,Sports
161615,Traditional
161615,Ice Hockey
161615,Sim
161021,Sports
161021,Traditional
161021,Football
161021,Sim
101825,Strategy
101825,Real-Time
101825,General
101825,Command
161129,Action
161129,General
101350,Strategy
101350,Real-Time
101350,Sci-Fi
101350,General
101286,Simulation
101286,Flight
101286,WWII
101286,Combat
110605,Miscellaneous
110605,Puzzle
110605,Action
110605,General
543770,Action
543770,Shooter
543770,First-Person
543770,Arcade
329474,Action
329474,Platformer
329474,2D
554458,Adventure
554458,Text
494071,Action
494071,General
501039,Action
501039,Platformer
501039,2D
497428,Action
497428,Shooter
497428,Shoot-'Em-Up
497428,Horizontal
239977,Horror
239977,Action Adventure
239977,Survival
229523,Simulation
229523,General
131794,Action
131794,Platformer
131794,2D
110042,Strategy
110042,Turn-Based
110042,General
110042,Sci-Fi
162910,Action Adventure
162910,Historic
113285,Miscellaneous
113285,Compilation
112129,Action
112129,Fighting
112129,3D
187805,Action
187805,Shooter
187805,First-Person
187805,Modern
187805,Tactical
103029,Role-Playing
103029,Action RPG
154010,Strategy
154010,Turn-Based
154010,General
154010,Wargame
154010,Fantasy
154010,Artillery
450440,Action
450440,Shooter
450440,First-Person
450440,Tactical
480911,Role-Playing
480911,General
200357,Action Adventure
200357,Modern
200357,General
146818,Action
146818,Shooter
146818,Third-Person
146818,Modern
146818,Arcade
162434,Role-Playing
162434,Console-style RPG
105330,Driving
105330,Racing
105330,Rally / Offroad
113536,Strategy
113536,Tycoon
113536,Management
113536,Government
532019,Action
532019,Platformer
532019,2D
509393,Action Adventure
509393,Adventure
509393,General
495038,Action
495038,Platformer
495038,2D
492247,Role-Playing
492247,General
115310,Sports
115310,Traditional
115310,Team
115310,Ice Hockey
115310,Sim
109354,Strategy
109354,Real-Time
109354,Fantasy
112099,Action
112099,Simulation
112099,General
112099,Virtual
112099,Career
522809,Action Adventure
522809,Linear
492618,Strategy
492618,Management
492618,Government
113423,Adventure
113423,3D
113423,Point-and-Click
113423,Modern
113423,Third-Person
220927,Role-Playing
220927,Action RPG
548018,Action Adventure
548018,General
548018,Sandbox
548671,Action
548671,Rhythm
548671,Music
102597,Strategy
102597,Turn-Based
102597,Fantasy
124420,Miscellaneous
124420,Puzzle
124420,Logic
124420,Strategy
124420,General
114989,Adventure
114989,General
114989,3D
114989,Fantasy
114989,Third-Person
515253,Strategy
515253,Real-Time
515253,MOBA
523065,Action
523065,General
443050,Action
443050,General
164337,Action
164337,Strategy
164337,General
164337,Real-Time
164337,MOBA
192148,General
192148,Action
192148,Shooter
192148,Third-Person
192148,Arcade
102072,Action
102072,Fighting
102072,3D
510674,Action
510674,Fighting
510674,3D
521668,Adventure
521668,General
521668,Visual Novel
182265,Driving
182265,Racing
182265,Arcade
182265,Futuristic
561133,Action
561133,Shooter
561133,First-Person
561133,Arcade
539646,Strategy
539646,Turn-Based
539646,Card Battle
525639,Puzzle
525639,Stacking
519472,Adventure
519472,General
248662,Action
248662,Platformer
248662,3D
166787,Role-Playing
166787,General
166787,Console-style RPG
166787,Japanese-Style
169050,Strategy
169050,General
103006,Sports
103006,Traditional
103006,Ice Hockey
103006,Arcade
102547,Miscellaneous
102547,Board Games
102795,Simulation
102795,Miscellaneous
102795,Virtual Life
102795,Virtual
160827,Miscellaneous
160827,Puzzle
160827,Matching
506281,Adventure
506281,General
113554,Miscellaneous
113554,Puzzle
113554,General
103999,Sports
103999,Traditional
103999,Team
103999,Basketball
103999,Sim
173675,Action
173675,Strategy
173675,General
173675,Real-Time
173675,Defense
115156,Miscellaneous
115156,Puzzle
115156,Action
106377,Sports
106377,Alternative
106377,Individual
106377,Snowboarding
106377,Ski / Snowboard
498826,Action Adventure
498826,Adventure
498826,General
412232,Role-Playing
412232,Action RPG
124665,Sports
124665,Traditional
124665,Team
124665,Baseball
124665,Sim
107780,Miscellaneous
107780,Compilation
499237,General
499237,Action
499237,Shooter
499237,First-Person
499237,Arcade
162820,Sports
162820,Traditional
162820,Basketball
162820,Sim
515295,Action
515295,Platformer
515295,2D
255373,Platformer
255373,2D
255373,Action
219920,Action
219920,Shooter
219920,First-Person
219920,Fantasy
219920,General
219920,Arcade
108924,Sports
108924,Traditional
108924,Individual
108924,Tennis
161378,Action
161378,Beat-'Em-Up
136005,Action Adventure
136005,Horror
136005,Survival
346744,Action Adventure
346744,Horror
346744,Survival
346744,Adventure
346744,3D
346744,Third-Person
102806,Action Adventure
102806,Horror
112144,Driving
112144,Racing
112144,Arcade
112144,Automobile
185252,Role-Playing
185252,General
185252,Roguelike
106679,Action
106679,Fighting
106679,3D
407211,Action
407211,Shooter
407211,Static
407211,Shoot-'Em-Up
407211,Top-Down
142939,Sports
142939,Miscellaneous
142939,General
142939,Exercise / Fitness
108940,Action Adventure
108940,Historic
108940,Open-World
162792,Driving
162792,Racing
162792,Stock Car
143260,Miscellaneous
143260,Puzzle
143260,General
325904,Action
325904,Platformer
325904,2D
188871,Miscellaneous
188871,Puzzle
188871,General
146675,Action
146675,Role-Playing
146675,General
146675,Action RPG
135861,Action
135861,Shooter
135861,Third-Person
135861,Tactical
135861,Modern
152363,Role-Playing
152363,Action RPG
520959,Action
520959,General
107573,Sports
107573,Traditional
107573,Team
107573,Soccer
107573,Sim
210189,Action
210189,Adventure
210189,General
210189,3D
210189,First-Person
110117,Action
110117,Fighting
110117,3D
526544,Action RPG
526544,Role-Playing
526544,Trainer
109651,Miscellaneous
109651,Puzzle
109651,General
109651,Logic
107740,Strategy
107740,Real-Time
107740,Fantasy
107740,General
110739,Action Adventure
110739,Sci-Fi
110739,Open-World
244899,Action
244899,Platformer
244899,3D
558690,Action Adventure
558690,Survival
114300,Driving
114300,Racing
114300,General
114300,Arcade
114300,Automobile
114061,Action Adventure
114061,Horror
114061,Open-World
498149,Action Adventure
498149,Open-World
529135,Simulation
529135,Vehicle
529135,Combat
162381,Miscellaneous
162381,Music Maker
103553,Sports
103553,Traditional
103553,Baseball
103553,Sim
162139,Action
162139,Platformer
162139,3D
161647,Role-Playing
161647,Console-style RPG
102387,Role-Playing
102387,Strategy
102387,Turn-Based
102387,Console-style RPG
102387,Historic
161406,Sports
161406,Traditional
161406,Baseball
161406,Arcade
101496,Action
101496,Shooter
101496,Third-Person
101496,Sci-Fi
160720,Role-Playing
160720,Action RPG
481002,Action Adventure
481002,General
289247,Action
289247,Platformer
289247,3D
506302,Simulation
506302,Flight
506302,Combat
219040,Action
219040,Action Adventure
219040,General
492107,Role-Playing
492107,Action RPG
107224,Action
107224,Fighting
107224,Wrestling
107224,3D
107602,Miscellaneous
107602,Puzzle
107602,General
162404,Action
162404,Fighting
162404,Wrestling
496491,Action
496491,General
481042,Strategy
481042,Turn-Based
481042,General
261381,General
261381,Puzzle
261381,Miscellaneous
182357,Sports
182357,Traditional
182357,Team
182357,Football
182357,Soccer
182357,Sim
171868,Action
171868,Adventure
171868,General
171868,Platformer
171868,2D
272918,Action Adventure
272918,Sci-Fi
272918,General
272918,Survival
218585,General
218585,Puzzle
218585,Miscellaneous
560225,Action
560225,Fighting
560225,2D
517443,Action Adventure
517443,General
212976,Strategy
212976,General
111757,Driving
111757,Racing
111757,Simulation
111757,GT / Street
111757,Automobile
239986,Action
239986,Shooter
239986,First-Person
239986,Historic
239986,Arcade
185497,Action
185497,Fighting
185497,2D
112890,Role-Playing
112890,General
173844,Action Adventure
173844,Horror
173844,Survival
522818,Miscellaneous
522818,Compilation
534734,Action
534734,Platformer
534734,2D
108262,Strategy
108262,Real-Time
108262,Historic
108262,General
162511,Miscellaneous
162511,Compilation
494303,Action
494303,Action Adventure
494303,General
504381,Action
504381,Miscellaneous
504381,General
504381,Pinball
142823,Driving
142823,Racing
142823,Mission-based
142823,Arcade
142823,Automobile
398120,Role-Playing
398120,General
398120,Strategy
398120,Turn-Based
398120,Tactics
113305,Miscellaneous
113305,Adventure
113305,General
113305,Compilation
245663,Driving
245663,Racing
245663,Arcade
245663,Motorcycle
245663,Automobile
245663,Street
509758,Action
509758,Platformer
509758,2D
522391,Action
522391,General
522391,Shooter
522391,First-Person
522391,Arcade
109366,Adventure
109366,General
109366,3D
109366,Point-and-Click
109366,Third-Person
167529,Action Adventure
167529,Sci-Fi
167529,Open-World
170926,Role-Playing
170926,Console-style RPG
170926,Japanese-Style
115079,Action Adventure
115079,Adventure
115079,General
115079,Fantasy
115079,Linear
557294,Action
557294,Shooter
557294,First-Person
557294,Tactical
543934,Miscellaneous
543934,Compilation
528244,Action
528244,Platformer
528244,2D
531284,Action
531284,Platformer
531284,2D
527301,Action Adventure
527301,General
507529,Action
507529,Racing
507529,General
507529,Arcade
507529,Futuristic
516758,Adventure
516758,General
510913,Action Adventure
510913,General
511127,Action
511127,Shooter
511127,First-Person
511127,Arcade
509149,Role-Playing
509149,Action RPG
504226,Action
504226,Pinball
496081,Role-Playing
496081,Western-Style
496861,Adventure
496861,General
495758,Adventure
495758,Point-and-Click
495229,Action Adventure
495229,Survival
155796,Action
155796,Platformer
155796,2D
146648,Strategy
146648,Tycoon
146648,Management
146648,Government
135867,Action Adventure
135867,Horror
135867,Survival
125110,Action
125110,Miscellaneous
125110,Rhythm
125110,Music
112338,Sports
112338,Traditional
112338,Team
112338,Basketball
112338,Sim
109973,Adventure
109973,General
109973,3D
109973,Point-and-Click
109973,Third-Person
108650,Sports
108650,Traditional
108650,Golf
108650,Sim
103630,Miscellaneous
103630,Music Maker
162275,Miscellaneous
162275,Compilation
161521,Strategy
161521,Turn-Based
161521,Fantasy
102530,Action
102530,Shooter
102530,First-Person
102530,Historic
102530,Tactical
101732,Action
101732,Fighting
101732,3D
102173,Driving
102173,Car Combat
101656,Simulation
101656,Sci-Fi
101656,Space
101656,Large Spaceship
101656,Civilian
101445,Miscellaneous
101445,Puzzle
101445,General
101244,Strategy
101244,Turn-Based
101244,General
101244,4X
160901,Sports
160901,Nature
160901,Fishing
525508,Sports
525508,Team
525508,Soccer
525508,Sim
110557,Action
110557,Action Adventure
110557,Shooter
110557,Modern
110557,General
110557,First-Person
252870,Shooter
252870,Modern
252870,Action
252870,Third-Person
252870,Tactical
252870,Arcade
282208,Action Adventure
282208,Horror
282208,Survival
151324,Action
151324,Platformer
151324,2D
111522,Adventure
111522,General
111522,3D
111522,Point-and-Click
111522,Third-Person
106673,Action
106673,Miscellaneous
106673,Parlor
106673,Pinball
161894,Action
161894,Platformer
161894,2D
108772,Action
108772,Shooter
108772,Scrolling
108772,Shoot-'Em-Up
108772,Vertical
108772,Horizontal
107890,Action
107890,Shooter
107890,First-Person
107890,Modern
107890,Arcade
104207,Action
104207,Shooter
104207,First-Person
104207,Modern
110435,Driving
110435,Racing
110435,Demolition Derby
110435,Arcade
110435,Automobile
111411,Action
111411,General
417682,Action
417682,Fighting
417682,3D
543552,Sports
543552,Team
543552,Soccer
543552,Sim
245815,Action
245815,Miscellaneous
245815,Rhythm
245815,Dancing
213290,Action Adventure
